date,open,high,low,close,volume,average,barCount
2023-07-31,16.67625,16.78745,16.66495,16.74525,-1.0,-1.0,-1
2023-08-01,16.7461,16.90885,16.7324,16.86985,-1.0,-1.0,-1
2023-08-02,16.87755,17.0791,16.83435,17.0301,-1.0,-1.0,-1
2023-08-03,17.01725,17.4268,16.99405,17.3208,-1.0,-1.0,-1
2023-08-04,17.3349,17.42855,17.00965,17.07845,-1.0,-1.0,-1
2023-08-07,17.09115,17.1507,17.0233,17.0641,-1.0,-1.0,-1
2023-08-08,17.06475,17.28375,17.0506,17.1007,-1.0,-1.0,-1
2023-08-09,17.12015,17.18915,17.04885,17.05885,-1.0,-1.0,-1
2023-08-10,17.0618,17.14255,16.91145,17.13425,-1.0,-1.0,-1
2023-08-11,17.1323,17.13365,16.9519,17.0116,-1.0,-1.0,-1
2023-08-14,17.00975,17.13625,16.9655,17.05015,-1.0,-1.0,-1
2023-08-15,17.06515,17.18895,17.0391,17.1482,-1.0,-1.0,-1
2023-08-16,17.13715,17.1687,17.0332,17.14255,-1.0,-1.0,-1
2023-08-17,17.1389,17.20955,17.0599,17.10705,-1.0,-1.0,-1
2023-08-18,17.11515,17.13585,17.0167,17.05655,-1.0,-1.0,-1
2023-08-21,17.0485,17.08053,16.9978,17.01585,-1.0,-1.0,-1
2023-08-22,17.0175,17.03,16.894,16.910745,-1.0,-1.0,-1
2023-08-23,16.91353,16.92449,16.78119,16.79515,-1.0,-1.0,-1
2023-08-24,16.79727,16.858785,16.76299,16.83575,-1.0,-1.0,-1
2023-08-25,16.81975,16.845745,16.736415,16.745405,-1.0,-1.0,-1
2023-08-28,16.75782,16.79525,16.694,16.787755,-1.0,-1.0,-1
2023-08-29,16.790745,16.888035,16.75564,16.79595,-1.0,-1.0,-1
2023-08-30,16.794595,16.805695,16.72728,16.74055,-1.0,-1.0,-1
2023-08-31,16.757505,17.113205,16.709235,17.03844,-1.0,-1.0,-1
2023-09-01,17.014495,17.20195,16.972645,17.0918,-1.0,-1.0,-1
2023-09-04,17.08,17.19517,17.044755,17.18225,-1.0,-1.0,-1
2023-09-05,17.18118,17.4579,17.170455,17.420155,-1.0,-1.0,-1
2023-09-06,17.41381,17.675665,17.395295,17.571555,-1.0,-1.0,-1
2023-09-07,17.57967,17.708745,17.422355,17.596245,-1.0,-1.0,-1
2023-09-08,17.60477,17.62321,17.438755,17.594695,-1.0,-1.0,-1
2023-09-11,17.575475,17.59539,17.27316,17.2753,-1.0,-1.0,-1
2023-09-12,17.28778,17.381505,17.218805,17.231925,-1.0,-1.0,-1
2023-09-13,17.233075,17.293755,17.087455,17.1539,-1.0,-1.0,-1
2023-09-14,17.145545,17.20702,17.072565,17.1096,-1.0,-1.0,-1
2023-09-15,17.10628,17.127395,17.050885,17.083,-1.0,-1.0,-1
2023-09-18,17.083475,17.18145,17.03028,17.135905,-1.0,-1.0,-1
2023-09-19,17.13665,17.142645,17.054775,17.083,-1.0,-1.0,-1
2023-09-20,17.084,17.098855,16.998635,17.092895,-1.0,-1.0,-1
2023-09-21,17.082175,17.250985,17.06695,17.233955,-1.0,-1.0,-1
2023-09-22,17.233645,17.23538,17.101145,17.1844,-1.0,-1.0,-1
2023-09-25,17.21387,17.453015,17.171995,17.395345,-1.0,-1.0,-1
2023-09-26,17.386155,17.566245,17.36343,17.547005,-1.0,-1.0,-1
2023-09-27,17.53857,17.81705,17.476555,17.670445,-1.0,-1.0,-1
2023-09-28,17.67682,17.738225,17.5388,17.54235,-1.0,-1.0,-1
2023-09-29,17.556525,17.563325,17.3491,17.4187,-1.0,-1.0,-1
2023-10-02,17.427375,17.718315,17.378805,17.67525,-1.0,-1.0,-1
2023-10-03,17.67833,18.07835,17.602655,18.072495,-1.0,-1.0,-1
2023-10-04,18.070395,18.21671,17.828005,17.961645,-1.0,-1.0,-1
2023-10-05,17.97123,18.37607,17.93151,18.266045,-1.0,-1.0,-1
2023-10-06,18.25822,18.49232,18.10392,18.15555,-1.0,-1.0,-1
2023-10-09,18.264145,18.42002,18.15825,18.20055,-1.0,-1.0,-1
2023-10-10,18.1965,18.302935,17.918085,17.944055,-1.0,-1.0,-1
2023-10-11,17.944755,17.960825,17.78575,17.834255,-1.0,-1.0,-1
2023-10-12,17.836455,18.085045,17.75412,17.98205,-1.0,-1.0,-1
2023-10-13,17.983325,18.10989,17.842,18.09245,-1.0,-1.0,-1
2023-10-16,18.104405,18.10818,17.87263,17.88505,-1.0,-1.0,-1
2023-10-17,17.88138,18.080475,17.871995,18.02563,-1.0,-1.0,-1
2023-10-18,18.014,18.308505,17.96239,18.248205,-1.0,-1.0,-1
2023-10-19,18.24143,18.3979,18.160365,18.328205,-1.0,-1.0,-1
2023-10-20,18.320395,18.466015,18.17957,18.23695,-1.0,-1.0,-1
2023-10-23,18.230005,18.37443,18.07665,18.150005,-1.0,-1.0,-1
2023-10-24,18.156005,18.346655,18.08251,18.25415,-1.0,-1.0,-1
2023-10-25,18.250245,18.39588,18.237255,18.326555,-1.0,-1.0,-1
2023-10-26,18.32767,18.42547,18.124055,18.1544,-1.0,-1.0,-1
2023-10-27,18.151575,18.178035,18.00057,18.1152,-1.0,-1.0,-1
2023-10-30,18.125505,18.13688,17.965355,18.04975,-1.0,-1.0,-1
2023-10-31,18.052625,18.11228,17.92507,18.044245,-1.0,-1.0,-1
2023-11-01,18.05763,18.08028,17.751355,17.7697,-1.0,-1.0,-1
2023-11-02,17.770445,17.79336,17.510995,17.515195,-1.0,-1.0,-1
2023-11-03,17.53168,17.562585,17.28324,17.47707,-1.0,-1.0,-1
2023-11-06,17.46132,17.5843,17.405655,17.549395,-1.0,-1.0,-1
2023-11-07,17.555955,17.59548,17.45074,17.478405,-1.0,-1.0,-1
2023-11-08,17.47817,17.57796,17.46513,17.537005,-1.0,-1.0,-1
2023-11-09,17.5337,17.89452,17.473055,17.82055,-1.0,-1.0,-1
2023-11-10,17.822975,17.94055,17.618965,17.66287,-1.0,-1.0,-1
2023-11-13,17.634325,17.726935,17.57391,17.611045,-1.0,-1.0,-1
2023-11-14,17.60865,17.62965,17.340395,17.345915,-1.0,-1.0,-1
2023-11-15,17.361455,17.416485,17.291685,17.29883,-1.0,-1.0,-1
2023-11-16,17.30623,17.3335,17.219555,17.2282,-1.0,-1.0,-1
2023-11-17,17.2431,17.26215,17.189045,17.233305,-1.0,-1.0,-1
2023-11-20,17.23258,17.25308,17.081835,17.12337,-1.0,-1.0,-1
2023-11-21,17.117,17.269005,17.065505,17.19505,-1.0,-1.0,-1
2023-11-22,17.202,17.25138,17.156205,17.2029,-1.0,-1.0,-1
2023-11-23,17.18968,17.20469,17.14525,17.191205,-1.0,-1.0,-1
2023-11-24,17.188495,17.19191,17.084385,17.120655,-1.0,-1.0,-1
2023-11-27,17.120175,17.211315,17.03355,17.1641,-1.0,-1.0,-1
2023-11-28,17.17137,17.214795,17.105415,17.142695,-1.0,-1.0,-1
2023-11-29,17.138555,17.323495,17.115465,17.27987,-1.0,-1.0,-1
2023-11-30,17.287125,17.498195,17.25726,17.384155,-1.0,-1.0,-1
2023-12-01,17.374695,17.397985,17.160215,17.187045,-1.0,-1.0,-1
2023-12-04,17.18873,17.53909,17.187205,17.45615,-1.0,-1.0,-1
2023-12-05,17.464355,17.565195,17.357205,17.384045,-1.0,-1.0,-1
2023-12-06,17.388795,17.388795,17.23999,17.27935,-1.0,-1.0,-1
2023-12-07,17.293175,17.541345,17.27604,17.472895,-1.0,-1.0,-1
2023-12-08,17.470375,17.523385,17.307335,17.3392,-1.0,-1.0,-1
2023-12-11,17.34955,17.466755,17.34031,17.38502,-1.0,-1.0,-1
2023-12-12,17.399375,17.43838,17.297785,17.308045,-1.0,-1.0,-1
2023-12-13,17.31575,17.464955,17.19189,17.239795,-1.0,-1.0,-1
2023-12-14,17.242345,17.399905,17.141545,17.19117,-1.0,-1.0,-1
2023-12-15,17.200045,17.344695,17.171895,17.208075,-1.0,-1.0,-1
2023-12-18,17.244475,17.300245,17.153385,17.162495,-1.0,-1.0,-1
2023-12-19,17.160155,17.16961,17.02919,17.0693,-1.0,-1.0,-1
2023-12-20,17.07292,17.15506,17.029005,17.14785,-1.0,-1.0,-1
2023-12-21,17.129255,17.14645,17.02205,17.048225,-1.0,-1.0,-1
2023-12-22,17.0321,17.052045,16.931265,16.9891,-1.0,-1.0,-1
2023-12-26,16.99086,17.00245,16.94381,16.980805,-1.0,-1.0,-1
2023-12-27,16.9874,16.994645,16.90693,16.920985,-1.0,-1.0,-1
2023-12-28,16.928545,16.99516,16.86098,16.9528,-1.0,-1.0,-1
2023-12-29,16.94985,16.993225,16.894065,16.97963,-1.0,-1.0,-1
2024-01-02,16.966265,17.07273,16.90802,17.027005,-1.0,-1.0,-1
2024-01-03,17.019095,17.1034,17.01272,17.015705,-1.0,-1.0,-1
2024-01-04,17.022005,17.089605,16.97653,17.014325,-1.0,-1.0,-1
2024-01-05,17.017995,17.078065,16.86669,16.87975,-1.0,-1.0,-1
2024-01-08,16.876595,16.91088,16.78487,16.8343,-1.0,-1.0,-1
2024-01-09,16.823,16.98757,16.817365,16.96372,-1.0,-1.0,-1
2024-01-10,16.960205,17.024135,16.951745,16.973555,-1.0,-1.0,-1
2024-01-11,16.981025,17.07242,16.904645,16.914005,-1.0,-1.0,-1
2024-01-12,16.908725,16.9241,16.831575,16.868445,-1.0,-1.0,-1
2024-01-15,16.8846,16.91416,16.85034,16.884405,-1.0,-1.0,-1
2024-01-16,16.902695,17.23958,16.890635,17.21307,-1.0,-1.0,-1
2024-01-17,17.218875,17.38626,17.194105,17.198145,-1.0,-1.0,-1
2024-01-18,17.19415,17.238725,17.152815,17.15921,-1.0,-1.0,-1
2024-01-19,17.18253,17.190625,17.071995,17.088645,-1.0,-1.0,-1
2024-01-22,17.073,17.216375,17.05664,17.184055,-1.0,-1.0,-1
2024-01-23,17.169095,17.385785,17.154485,17.30731,-1.0,-1.0,-1
2024-01-24,17.320845,17.32492,17.13927,17.2259,-1.0,-1.0,-1
2024-01-25,17.22078,17.26841,17.16907,17.204375,-1.0,-1.0,-1
2024-01-26,17.208725,17.21949,17.12917,17.161875,-1.0,-1.0,-1
2024-01-29,17.168025,17.26824,17.142095,17.225755,-1.0,-1.0,-1
2024-01-30,17.226875,17.25764,17.136725,17.1523,-1.0,-1.0,-1
2024-01-31,17.16155,17.22649,17.098735,17.204725,-1.0,-1.0,-1
2024-02-01,17.19505,17.28541,17.07149,17.080745,-1.0,-1.0,-1
2024-02-02,17.08428,17.182005,17.03859,17.139745,-1.0,-1.0,-1
2024-02-05,17.118995,17.28089,17.086975,17.13257,-1.0,-1.0,-1
2024-02-06,17.124555,17.13245,17.008485,17.041525,-1.0,-1.0,-1
2024-02-07,17.05712,17.07985,17.007455,17.054025,-1.0,-1.0,-1
2024-02-08,17.05012,17.170995,17.03746,17.146905,-1.0,-1.0,-1
2024-02-09,17.149725,17.175355,17.07558,17.1184,-1.0,-1.0,-1
2024-02-12,17.107155,17.107155,17.045535,17.068295,-1.0,-1.0,-1
2024-02-13,17.07595,17.22916,17.05692,17.196295,-1.0,-1.0,-1
2024-02-14,17.205845,17.206585,17.08179,17.089015,-1.0,-1.0,-1
2024-02-15,17.08168,17.103075,17.0401,17.045045,-1.0,-1.0,-1
2024-02-16,17.05837,17.09889,17.02954,17.07255,-1.0,-1.0,-1
2024-02-19,17.061175,17.065085,17.031205,17.0444,-1.0,-1.0,-1
2024-02-20,17.048825,17.08175,16.994955,17.062195,-1.0,-1.0,-1
2024-02-21,17.06505,17.083975,17.0394,17.044105,-1.0,-1.0,-1
2024-02-22,17.0485,17.15769,17.01155,17.10855,-1.0,-1.0,-1
2024-02-23,17.1187,17.1536,17.069555,17.116195,-1.0,-1.0,-1
2024-02-26,17.11,17.14458,17.08208,17.0992,-1.0,-1.0,-1
2024-02-27,17.10138,17.102565,17.041255,17.0647,-1.0,-1.0,-1
2024-02-28,17.060725,17.11434,17.05807,17.0942,-1.0,-1.0,-1
2024-02-29,17.10683,17.106835,17.040305,17.054055,-1.0,-1.0,-1
2024-03-01,17.051695,17.061515,16.998585,17.01365,-1.0,-1.0,-1
2024-03-04,17.02375,17.02436,16.95104,16.955,-1.0,-1.0,-1
2024-03-05,16.95833,16.981055,16.899415,16.948745,-1.0,-1.0,-1
2024-03-06,16.942445,16.95304,16.84865,16.88795,-1.0,-1.0,-1
2024-03-07,16.891055,16.923805,16.848965,16.876795,-1.0,-1.0,-1
2024-03-08,16.882745,16.888075,16.76451,16.8117,-1.0,-1.0,-1
2024-03-11,16.80935,16.83362,16.78308,16.79383,-1.0,-1.0,-1
2024-03-12,16.8025,16.859395,16.77235,16.7998,-1.0,-1.0,-1
2024-03-13,16.803975,16.805005,16.6593,16.66702,-1.0,-1.0,-1
2024-03-14,16.6732,16.73294,16.64608,16.70175,-1.0,-1.0,-1
2024-03-15,16.709425,16.738645,16.66413,16.714955,-1.0,-1.0,-1
2024-03-18,16.69988,16.8689,16.68348,16.829795,-1.0,-1.0,-1
2024-03-19,16.834425,16.948435,16.80177,16.806145,-1.0,-1.0,-1
2024-03-20,16.811495,16.8532,16.671955,16.6826,-1.0,-1.0,-1
2024-03-21,16.69408,16.78841,16.667855,16.739105,-1.0,-1.0,-1
2024-03-22,16.73785,16.826435,16.694335,16.766155,-1.0,-1.0,-1
2024-03-25,16.74608,16.769555,16.667765,16.675395,-1.0,-1.0,-1
2024-03-26,16.686305,16.715445,16.640255,16.6432,-1.0,-1.0,-1
2024-03-27,16.65523,16.67638,16.512045,16.5427,-1.0,-1.0,-1
2024-03-28,16.546605,16.636525,16.53713,16.623855,-1.0,-1.0,-1
2024-03-29,16.614525,16.638785,16.543545,16.5645,-1.0,-1.0,-1
2024-04-01,16.599795,16.67383,16.53284,16.61455,-1.0,-1.0,-1
2024-04-02,16.614795,16.6542,16.54953,16.554855,-1.0,-1.0,-1
2024-04-03,16.553175,16.6207,16.520605,16.5394,-1.0,-1.0,-1
2024-04-04,16.54315,16.61658,16.49442,16.588095,-1.0,-1.0,-1
2024-04-05,16.6065,16.609595,16.43995,16.456375,-1.0,-1.0,-1
2024-04-08,16.460825,16.494405,16.31305,16.31805,-1.0,-1.0,-1
2024-04-09,16.3229,16.42488,16.26085,16.387895,-1.0,-1.0,-1
2024-04-10,16.38382,16.52118,16.3041,16.441045,-1.0,-1.0,-1
2024-04-11,16.444355,16.489275,16.37531,16.440495,-1.0,-1.0,-1
2024-04-12,16.44415,16.743915,16.42694,16.642195,-1.0,-1.0,-1
2024-04-15,16.66187,16.74377,16.541805,16.717045,-1.0,-1.0,-1
2024-04-16,16.71717,17.08665,16.70508,17.073855,-1.0,-1.0,-1
2024-04-17,17.081175,17.08645,16.861295,16.961455,-1.0,-1.0,-1
2024-04-18,16.973495,17.170395,16.920505,17.067945,-1.0,-1.0,-1
2024-04-19,17.04867,18.583345,17.04867,17.09025,-1.0,-1.0,-1
2024-04-22,17.08517,17.239645,17.01227,17.136655,-1.0,-1.0,-1
2024-04-23,17.1312,17.15074,16.950225,16.960395,-1.0,-1.0,-1
2024-04-24,16.96322,17.145625,16.91005,17.073285,-1.0,-1.0,-1
2024-04-25,17.070945,17.39036,17.0167,17.204755,-1.0,-1.0,-1
2024-04-26,17.195075,17.280725,17.114735,17.163475,-1.0,-1.0,-1
2024-04-29,17.151975,17.2486,16.990985,17.007095,-1.0,-1.0,-1
2024-04-30,17.015825,17.144475,16.95971,17.13924,-1.0,-1.0,-1
2024-05-01,17.138875,17.162645,16.912255,16.995495,-1.0,-1.0,-1
2024-05-02,16.988845,17.01472,16.901545,16.985745,-1.0,-1.0,-1
2024-05-03,16.982525,17.03572,16.82605,16.974505,-1.0,-1.0,-1
2024-05-06,17.016675,17.018505,16.85308,16.8805,-1.0,-1.0,-1
2024-05-07,16.888975,16.93848,16.83325,16.902035,-1.0,-1.0,-1
2024-05-08,16.915475,16.979905,16.8771,16.900795,-1.0,-1.0,-1
2024-05-09,16.90212,16.96445,16.7746,16.787445,-1.0,-1.0,-1
2024-05-10,16.78145,16.813305,16.721335,16.779305,-1.0,-1.0,-1
2024-05-13,16.781825,16.82637,16.73205,16.8046,-1.0,-1.0,-1
2024-05-14,16.797645,16.87813,16.771295,16.85355,-1.0,-1.0,-1
2024-05-15,16.85558,16.900145,16.64974,16.6862,-1.0,-1.0,-1
2024-05-16,16.687405,16.74144,16.6608,16.6903,-1.0,-1.0,-1
2024-05-17,16.684805,16.71785,16.600195,16.610595,-1.0,-1.0,-1
2024-05-20,16.619495,16.64141,16.549345,16.560445,-1.0,-1.0,-1
2024-05-21,16.569875,16.667765,16.5282,16.64055,-1.0,-1.0,-1
2024-05-22,16.63605,16.69247,16.592655,16.658655,-1.0,-1.0,-1
2024-05-23,16.65005,16.758605,16.62187,16.720345,-1.0,-1.0,-1
2024-05-24,16.724855,16.753345,16.67398,16.6936,-1.0,-1.0,-1
2024-05-27,16.695125,16.7035,16.641795,16.667855,-1.0,-1.0,-1
2024-05-28,16.717655,16.82408,16.633195,16.796145,-1.0,-1.0,-1
2024-05-29,16.80567,16.990785,16.742905,16.978865,-1.0,-1.0,-1
2024-05-30,16.9817,17.13206,16.907945,17.020705,-1.0,-1.0,-1
2024-05-31,17.011425,17.07201,16.91815,17.01264,-1.0,-1.0,-1
2024-06-03,16.98568,17.75035,16.919185,17.68802,-1.0,-1.0,-1
2024-06-04,17.687565,18.19798,17.54533,17.859205,-1.0,-1.0,-1
2024-06-05,17.84297,17.86275,17.482095,17.51925,-1.0,-1.0,-1
2024-06-06,17.511495,18.014295,17.445105,17.98937,-1.0,-1.0,-1
2024-06-07,17.997255,18.457535,17.80512,18.39505,-1.0,-1.0,-1
2024-06-10,18.350075,18.660205,18.21052,18.243495,-1.0,-1.0,-1
2024-06-11,18.30217,18.60539,18.212865,18.56311,-1.0,-1.0,-1
2024-06-12,18.556775,18.995195,18.512415,18.74339,-1.0,-1.0,-1
2024-06-13,18.744975,18.84728,18.36298,18.37525,-1.0,-1.0,-1
2024-06-14,18.41283,18.68183,18.388405,18.465645,-1.0,-1.0,-1
2024-06-17,18.49,18.63632,18.431955,18.52557,-1.0,-1.0,-1
2024-06-18,18.53403,18.55869,18.292655,18.41125,-1.0,-1.0,-1
2024-06-19,18.408825,18.47787,18.363,18.421455,-1.0,-1.0,-1
2024-06-20,18.42793,18.46106,18.25618,18.3696,-1.0,-1.0,-1
2024-06-21,18.3546,18.3765,18.094785,18.113155,-1.0,-1.0,-1
2024-06-24,18.12108,18.14995,17.8742,17.9556,-1.0,-1.0,-1
2024-06-25,17.974325,18.20051,17.89125,18.0999,-1.0,-1.0,-1
2024-06-26,18.105855,18.393745,18.06645,18.338025,-1.0,-1.0,-1
2024-06-27,18.328225,18.4649,18.28028,18.43925,-1.0,-1.0,-1
2024-06-28,18.469125,18.598735,18.20679,18.322945,-1.0,-1.0,-1
2024-07-01,18.302,18.44895,18.265735,18.36804,-1.0,-1.0,-1
2024-07-02,18.374505,18.495145,18.21373,18.2627,-1.0,-1.0,-1
2024-07-03,18.25708,18.30266,18.108695,18.175005,-1.0,-1.0,-1
2024-07-04,18.225805,18.23126,18.05735,18.10295,-1.0,-1.0,-1
2024-07-05,18.11895,18.19355,18.001375,18.11065,-1.0,-1.0,-1
2024-07-08,18.090505,18.110675,17.96306,18.01035,-1.0,-1.0,-1
2024-07-09,18.00868,18.054945,17.900415,17.91675,-1.0,-1.0,-1
2024-07-10,17.901205,17.917325,17.76587,17.837655,-1.0,-1.0,-1
2024-07-11,17.835,17.887865,17.701045,17.77785,-1.0,-1.0,-1
2024-07-12,17.78785,17.80478,17.60677,17.62273,-1.0,-1.0,-1
2024-07-15,17.67885,17.85921,17.65495,17.75001,-1.0,-1.0,-1
2024-07-16,17.76235,17.809075,17.639,17.66745,-1.0,-1.0,-1
2024-07-17,17.66123,17.810875,17.647445,17.70055,-1.0,-1.0,-1
2024-07-18,17.709175,18.07335,17.69013,17.965805,-1.0,-1.0,-1
2024-07-19,17.980075,18.109225,17.82241,18.0492,-1.0,-1.0,-1
2024-07-22,18.04432,18.112605,17.888105,17.944,-1.0,-1.0,-1
2024-07-23,17.93568,18.19218,17.929165,18.14715,-1.0,-1.0,-1
2024-07-24,18.152345,18.432175,18.150005,18.367775,-1.0,-1.0,-1
2024-07-25,18.37385,18.588275,18.31941,18.453145,-1.0,-1.0,-1
2024-07-26,18.44663,18.505885,18.302695,18.45875,-1.0,-1.0,-1
2024-07-29,18.446675,18.72955,18.416455,18.634,-1.0,-1.0,-1
2024-07-30,18.63535,18.818885,18.574705,18.7639,-1.0,-1.0,-1
2024-07-31,18.754045,18.945635,18.51291,18.617945,-1.0,-1.0,-1
2024-08-01,18.603,18.86895,18.4298,18.85812,-1.0,-1.0,-1
2024-08-02,18.850025,19.231305,18.850025,19.184575,-1.0,-1.0,-1
2024-08-05,19.131845,20.388045,19.11024,19.340295,-1.0,-1.0,-1
2024-08-06,19.366905,19.61217,19.138795,19.591865,-1.0,-1.0,-1
2024-08-07,19.587255,19.598845,19.11768,19.28705,-1.0,-1.0,-1
2024-08-08,19.280325,19.37733,18.859555,18.87215,-1.0,-1.0,-1
2024-08-09,18.872255,18.918335,18.772545,18.83115,-1.0,-1.0,-1
2024-08-12,18.838335,19.10447,18.78932,19.069105,-1.0,-1.0,-1
2024-08-13,19.085925,19.099165,18.904885,19.022415,-1.0,-1.0,-1
2024-08-14,19.0365,19.037495,18.776285,18.797905,-1.0,-1.0,-1
2024-08-15,18.80945,18.84128,18.63302,18.645105,-1.0,-1.0,-1
2024-08-16,18.655275,18.744485,18.599105,18.646745,-1.0,-1.0,-1
2024-08-19,18.66642,18.83935,18.607125,18.67437,-1.0,-1.0,-1
2024-08-20,18.681425,19.031315,18.65695,18.990955,-1.0,-1.0,-1
2024-08-21,18.9895,19.406635,18.92974,19.2789,-1.0,-1.0,-1
2024-08-22,19.273675,19.53545,19.273675,19.5245,-1.0,-1.0,-1
2024-08-23,19.52667,19.53333,19.020995,19.10575,-1.0,-1.0,-1
2024-08-26,19.132845,19.44639,19.10894,19.402345,-1.0,-1.0,-1
2024-08-27,19.409505,19.792605,19.351875,19.755345,-1.0,-1.0,-1
2024-08-28,19.779025,19.795345,19.4214,19.64485,-1.0,-1.0,-1
2024-08-29,19.655175,19.957615,19.56866,19.849,-1.0,-1.0,-1
2024-08-30,19.844495,19.87255,19.621765,19.728445,-1.0,-1.0,-1
2024-09-02,19.71357,19.83453,19.62243,19.830145,-1.0,-1.0,-1
2024-09-03,19.8348,19.98514,19.725355,19.806775,-1.0,-1.0,-1
2024-09-04,19.797395,19.958545,19.674635,19.939995,-1.0,-1.0,-1
2024-09-05,19.935675,20.150975,19.859725,19.878175,-1.0,-1.0,-1
2024-09-06,19.8989,20.09898,19.759485,19.981295,-1.0,-1.0,-1
2024-09-09,19.957675,20.01371,19.806275,19.8846,-1.0,-1.0,-1
2024-09-10,19.888005,20.13607,19.87712,20.09578,-1.0,-1.0,-1
2024-09-11,20.09068,20.148885,19.7452,19.814105,-1.0,-1.0,-1
2024-09-12,19.81507,19.844715,19.462205,19.53265,-1.0,-1.0,-1
2024-09-13,19.517725,19.56779,19.195615,19.20807,-1.0,-1.0,-1
2024-09-16,19.23502,19.387685,19.15933,19.23048,-1.0,-1.0,-1
2024-09-17,19.261605,19.40475,19.091955,19.105605,-1.0,-1.0,-1
2024-09-18,19.116325,19.384275,19.066405,19.284795,-1.0,-1.0,-1
2024-09-19,19.277175,19.40282,19.141965,19.317945,-1.0,-1.0,-1
2024-09-20,19.318355,19.489565,19.26102,19.419955,-1.0,-1.0,-1
2024-09-23,19.408675,19.502765,19.30095,19.423695,-1.0,-1.0,-1
2024-09-24,19.437775,19.448205,19.234935,19.32923,-1.0,-1.0,-1
2024-09-25,19.3315,19.68563,19.31238,19.64803,-1.0,-1.0,-1
2024-09-26,19.64558,19.75218,19.465955,19.635445,-1.0,-1.0,-1
